Squad,League,Avg. Possession,Expected Goals,NP Expected Goals,Expected Assisted Goals,Shots on Target Against,Saves Made,Clean Sheets,GK Post-Shot Expected Goals,GK Passes Attempted > 40 yards,GK Throws Attempted,GK Avg. Length of Passes,GK Goal Kicks Attempted,GK % of Goal Kicks > 40 yards,GK Avg. Length of Goal Kicks,GK # of Def. Actions Outside Box,GK Avg. Distance from Goal of Def. Actions,Total Shots,Shots on Target,Goals per Shot on Target,Avg. Distance from Goal Shooting,Goals Minus Expected Goals,Long Passes Attempted,Medium Passes Attempted,Short Passes Attempted,Total Passes Attempted,Progressive Distance of Passes,Total Distance of Passes,Expected Assists,Key Passes (directly lead to shot),Completed Passes into Final Third,Completed Passes into Box,Completed Crosses into Box,Progressive Passes,Total Passes Completed,Live Ball Passes,Dead Ball Passes,Passes Completed by Defenders into Open Space,Switches > width of 40 yards,Crosses,Corner Kicks,Shot Creating Actions,Live Ball Passes Leading to Shot,Dead Ball Passes Leading to Shot,Dribbles Leading to Shot,Def. Actions Leading to Shot,Goal Creating Actions,# of Players Tackled,Tackles Leading to Possession,Tackles in Def. Third,Tackles in Mid. Third,Tackles in Att. Third,# of Dribblers Tackled,# of Times Dribbled Past + Tackles,# of Times Dribbled Past,# of Shots Blocked,# of Passes Blocked,Interceptions,Tackles + Interceptions,Clearances,Touches,Touches in Own Box,Touches in Def. Third,Touches in Mid. Third,Touches in Att. Third,Touches in Opp. Box,Live Ball Touches,Attempted Dribbles,Miscontrol,Dispossessed,Passes Received,Progressive Passes Received,Fouls Committed,Fouls Drawn,Loose Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,label
Espanyol 2021 - 2022,La Liga,46.9,1.063157895,0.960526316,0.747368421,4.447368421,3.105263158,0.263157895,1.410526316,12.26315789,5.815789474,0.892105263,310,48.7,1.039473684,1.263157895,0.371052632,10.60526316,3.368421053,0.007105263,0.513157895,-0.036842105,74.13157895,165.2894737,177.9736842,445.2368421,2331.815789,6259.631579,0.652631579,7.894736842,26.13157895,5.578947368,1.552631579,21.60526316,351.5789474,394.8157895,48.57894737,0.763157895,5.157894737,16.5,4.526315789,19.28947368,13.57894737,1.552631579,1.210526316,0.789473684,1.842105263,14.65789474,8.894736842,8.105263158,5.157894737,1.394736842,7.236842105,17,9.763157895,3,6.473684211,8.578947368,23.23684211,23.47368421,548.9473684,68.57894737,197.9736842,240.3157895,116.1315789,15.18421053,548.8157895,16.21052632,14.81578947,8.710526316,346.2368421,21.05263158,11.57894737,13.57894737,45.68421053,11.76315789,15.10526316,3
Getafe 2021 - 2022,La Liga,41.5,0.878947368,0.776315789,0.602631579,3.473684211,2.394736842,0.368421053,1.076315789,22.94736842,2.657894737,1.231578947,294,84.7,1.426315789,1.184210526,0.394736842,10.63157895,2.921052632,0.006578947,0.542105263,-0.063157895,85.23684211,134.0789474,142.9473684,384.3947368,2168.263158,5230.131579,0.518421053,7.578947368,21.26315789,4.368421053,1.921052632,17.76315789,270.4736842,332.2368421,50.76315789,0.447368421,5.105263158,16.34210526,3.578947368,18.39473684,12.07894737,2.210526316,0.842105263,0.605263158,1.421052632,15.44736842,9.473684211,7,6.394736842,2.052631579,6.526315789,15.63157895,9.105263158,2.526315789,8,10.55263158,26,18.92105263,487.4736842,52.73684211,157.5263158,228.2894737,107,14.31578947,487.3421053,11.89473684,15.86842105,7.921052632,266.2631579,17.28947368,14.71052632,12.65789474,50.63157895,18.97368421,18.86842105,1
Granada 2021 - 2022,La Liga,44.7,1.184210526,1.084210526,0.813157895,5.078947368,3.473684211,0.210526316,1.584210526,21.52631579,4.263157895,1.126315789,372,76.1,1.378947368,1.684210526,0.457894737,11.07894737,3.447368421,0.008157895,0.505263158,-0.052631579,84.68421053,139.3421053,142.1052632,391.8157895,2153.684211,5244.447368,0.681578947,8.052631579,22.10526316,5.394736842,2.157894737,20.26315789,278.4736842,338.3157895,51.86842105,0.736842105,3.736842105,18.18421053,4.184210526,18.65789474,12.68421053,1.736842105,1.105263158,0.789473684,1.815789474,16.07894737,9.026315789,8.157894737,6.315789474,1.605263158,7.210526316,16.63157895,9.421052632,3.421052632,8.078947368,8.578947368,24.65789474,22.13157895,498.5526316,63.42105263,176.5,215.9473684,110.8684211,15.47368421,498.4210526,13.02631579,15.47368421,8.447368421,273.6315789,19.81578947,12.55263158,12.26315789,49.13157895,15.84210526,19.55263158,1
Levante 2021 - 2022,La Liga,47.2,1.610526316,1.368421053,0.963157895,5.342105263,3.315789474,0.184210526,1.734210526,12.10526316,3.973684211,0.957894737,299,37.8,0.926315789,1.236842105,0.436842105,11.31578947,3.842105263,0.007631579,0.465789474,-0.268421053,76.76315789,156.0263158,172.2105263,432.1578947,2340.526316,5967.289474,0.678947368,8.368421053,25.47368421,6.684210526,1.657894737,25.52631579,331.1578947,381.7894737,48.34210526,1.315789474,4.815789474,16.42105263,4.421052632,18.81578947,12.47368421,2.105263158,1.236842105,0.578947368,2.078947368,14.68421053,8.026315789,7.052631579,5.578947368,2.052631579,6.236842105,16.07894737,9.842105263,2.894736842,5.684210526,9.921052632,24.60526316,19.34210526,535.5263158,62.55263158,194.2631579,231.2894737,116.9210526,18.52631579,535.2105263,17.97368421,16.15789474,7.947368421,326.2105263,24.78947368,14.47368421,10.60526316,54.05263158,11.60526316,12.94736842,1
Mallorca 2021 - 2022,La Liga,45.3,1.157894737,1.015789474,0.781578947,4,2.394736842,0.236842105,1.415789474,15.65789474,3.421052632,1.042105263,304,60.2,1.171052632,0.526315789,0.331578947,11.57894737,3.447368421,0.005526316,0.513157895,-0.289473684,70.81578947,135.6052632,159.3157895,395.3421053,2158.052632,5129.868421,0.744736842,7.973684211,21.21052632,6.184210526,1.684210526,21.55263158,290.6842105,342.6842105,50.89473684,1.157894737,2.973684211,15.71052632,4.184210526,20.02631579,12.81578947,2.394736842,1.157894737,0.763157895,1.605263158,15.97368421,8.736842105,7.921052632,6.184210526,1.868421053,6.526315789,14.5,7.973684211,3.131578947,6.710526316,9.052631579,25.02631579,21.73684211,504.8947368,58.73684211,173.3947368,218.5,119.6052632,16.86842105,504.7105263,16.10526316,16.13157895,10.63157895,285.2894737,20.92105263,14.57894737,14.07894737,52.81578947,17.13157895,18.5,1
Osasuna 2021 - 2022,La Liga,46.9,1.060526316,0.918421053,0.673684211,3.973684211,2.605263158,0.315789474,1.292105263,23.05263158,2.210526316,1.221052632,315,85.7,1.539473684,1.868421053,0.484210526,11.18421053,3,0.007105263,0.515789474,-0.086842105,86.26315789,159.5526316,161.6842105,434.7894737,2533.684211,6001.421053,0.726315789,7.815789474,28.92105263,7.842105263,3.263157895,24.92105263,313.2631579,380.7894737,52.26315789,0.421052632,5.131578947,22.73684211,4.710526316,18.92105263,13.02631579,2.236842105,0.710526316,0.526315789,1.631578947,15.18421053,8.710526316,7.105263158,6.210526316,1.868421053,6.605263158,15.73684211,9.131578947,3.026315789,5.921052632,9.684210526,24.86842105,19.94736842,537.6578947,53.07894737,159.3157895,242.8684211,140.3421053,18.10526316,537.4473684,12.28947368,15.71052632,8.131578947,308.2631579,24.36842105,13.10526316,10.28947368,55.73684211,21.26315789,19.55263158,1
Rayo Vallecano 2021 - 2022,La Liga,49.9,1.321052632,1.236842105,0.963157895,4.289473684,2.947368421,0.236842105,1.307894737,17.05263158,5.078947368,1.068421053,283,70,1.373684211,1.078947368,0.352631579,13.15789474,3.5,0.006842105,0.486842105,-0.321052632,86.23684211,162.8421053,168.6315789,445.6052632,2448.973684,6256.868421,0.942105263,9.447368421,26.63157895,7.026315789,2.868421053,25.18421053,335.4473684,390.2631579,53.15789474,1,4.236842105,22.68421053,5,22.86842105,15.76315789,2.552631579,0.973684211,0.815789474,1.710526316,16.34210526,9.447368421,8.421052632,6.236842105,1.684210526,7.368421053,18.10526316,10.73684211,2.5,8.289473684,9.605263158,25.94736842,18.05263158,556.3421053,57.02631579,173.1315789,253.8421053,136.1578947,19.18421053,556.2368421,16.81578947,18.31578947,9.763157895,330.3157895,24.52631579,14.13157895,13.44736842,55.52631579,17.15789474,17.23684211,3
Real Madrid 2021 - 2022,La Liga,59.9,2.076315789,1.855263158,1.507894737,3.394736842,2.552631579,0.421052632,0.973684211,6.868421053,5.289473684,0.75,222,30.2,0.9,0.815789474,0.397368421,16.97368421,6.394736842,0.007894737,0.494736842,0.028947368,76.36842105,230.2894737,299.8684211,645.1842105,2964.657895,9356.842105,1.45,13.84210526,44.57894737,11.97368421,1.5,35.97368421,562.4473684,597.5,44.89473684,1.868421053,8.131578947,16.07894737,5.736842105,31.65789474,24.05263158,1.763157895,2.184210526,0.921052632,3.631578947,14.73684211,9.078947368,7.394736842,5.131578947,2.210526316,5.552631579,13.21052632,7.657894737,3,6.973684211,8.789473684,23.52631579,13.84210526,742.6842105,63.13157895,214.1315789,315.9736842,219.1052632,31.26315789,742.3684211,20.52631579,13.02631579,7.289473684,556.0789474,34.97368421,10.36842105,12.47368421,51.07894737,10.44736842,8.394736842,2
Real Sociedad 2021 - 2022,La Liga,54.3,1.523684211,1.318421053,0.997368421,3.342105263,2.342105263,0.526315789,0.934210526,13.71052632,3.657894737,0.878947368,260,56.9,1.189473684,1.342105263,0.423684211,11.31578947,3.763157895,0.005789474,0.45,-0.471052632,73.68421053,195.5,207.5526316,508,2584.026316,7086.026316,0.921052632,8.236842105,28.07894737,8.289473684,1.815789474,28.71052632,405.3421053,456.1315789,49.86842105,1.184210526,2.526315789,16.78947368,4.894736842,20.21052632,13.71052632,1.842105263,1.473684211,0.473684211,1.815789474,15.42105263,8.921052632,7.131578947,6.157894737,2.131578947,6.842105263,14.36842105,7.526315789,2.763157895,7.289473684,9.157894737,24.57894737,18.5,612.1315789,67.73684211,196.9736842,279.0789474,142.4210526,22.18421053,611.8684211,17.63157895,16.47368421,10.28947368,397.4473684,27.97368421,12.92105263,12.23684211,52.94736842,17.84210526,15.71052632,0
Sevilla 2021 - 2022,La Liga,59.4,1.273684211,1.210526316,0.992105263,3.184210526,2.368421053,0.447368421,0.823684211,11.73684211,3.815789474,0.855263158,277,50.9,1.068421053,0.947368421,0.368421053,11.31578947,3.657894737,0.009210526,0.447368421,0.068421053,98.55263158,235.2631579,224.4473684,585.1052632,2882.447368,8991.789474,0.910526316,9,31.76315789,8.026315789,2.947368421,26.84210526,482.2894737,533.2894737,49.71052632,0.973684211,8.210526316,20.71052632,4.605263158,20.71052632,15.05263158,2.052631579,0.921052632,0.631578947,2.447368421,14.05263158,7.947368421,6.631578947,5.552631579,1.868421053,6.210526316,14.31578947,8.105263158,3.263157895,6.394736842,7.105263158,21.15789474,15.86842105,679.9473684,70.84210526,233.6052632,298.3421053,152.7631579,19.47368421,679.8684211,15.47368421,15.5,8.578947368,476.6315789,26.18421053,12.15789474,12.15789474,54.31578947,15.65789474,14.76315789,2
Valencia 2021 - 2022,La Liga,43.6,1.147368421,0.981578947,0.778947368,4.289473684,2.947368421,0.315789474,1.423684211,16.39473684,3.684210526,1.073684211,275,76,1.418421053,1.184210526,0.410526316,10.36842105,3.394736842,0.007631579,0.497368421,0.036842105,81.52631579,130.2894737,125.8421053,362.5526316,2045.210526,4932.631579,0.721052632,7.578947368,23.68421053,6.736842105,1.973684211,21.92105263,253.3421053,307.5263158,53.65789474,0.842105263,5.973684211,20.13157895,4.605263158,18.73684211,12.34210526,2.394736842,1.157894737,0.473684211,2.184210526,15.55263158,9.578947368,7.605263158,5.710526316,2.236842105,7,16.39473684,9.394736842,2.447368421,7.368421053,8.921052632,24.47368421,19.63157895,468.0526316,52.47368421,152.1842105,196.9473684,125.3421053,16.44736842,467.8421053,16.89473684,17.26315789,7.736842105,248.6052632,21.31578947,16.86842105,15.42105263,54.71052632,14.84210526,15.76315789,1
Villarreal 2021 - 2022,La Liga,56.8,1.776315789,1.678947368,1.428947368,3.368421053,2.394736842,0.368421053,0.976315789,10.34210526,5.236842105,0.784210526,270,37.4,0.957894737,1.736842105,0.436842105,11.81578947,4.315789474,0.009210526,0.402631579,-0.144736842,74.34210526,213.1052632,216.4736842,536.8684211,2704.605263,7817.552632,1.313157895,9.552631579,33.63157895,9.184210526,1.736842105,32.34210526,438.9210526,485.1315789,49.34210526,2.368421053,4.368421053,15.10526316,5.263157895,20.97368421,15.28947368,1.894736842,1.5,0.526315789,2.947368421,14.15789474,8.210526316,6.578947368,5.184210526,2.394736842,6.026315789,12.52631579,6.5,2.868421053,5.815789474,8.657894737,22.81578947,16.94736842,634.3157895,64.23684211,203.1052632,282.6315789,154.5,25.39473684,634.1578947,19.68421053,15,8.736842105,429.6578947,31.68421053,12.42105263,12.07894737,51.21052632,12.92105263,11.5,0
Atalanta 2021 - 2022,Serie A,55,1.873684211,1.760526316,1.471052632,3.657894737,2.473684211,0.263157895,1.163157895,10.18421053,5.342105263,0.807894737,240,67.9,1.294736842,1.131578947,0.426315789,15.73684211,4.394736842,0.008947368,0.434210526,-0.242105263,72.63157895,206.1842105,246.5,559.5263158,2728.842105,7655.368421,1.242105263,12.60526316,36.42105263,11.18421053,2.131578947,35.55263158,450.2105263,508.3684211,49.36842105,0.947368421,5.052631579,17.39473684,6.026315789,28.31578947,20.02631579,2.552631579,1.789473684,0.842105263,2.868421053,16.57894737,8.973684211,6.631578947,7.131578947,2.815789474,7.868421053,16.71052632,8.842105263,2.526315789,8.947368421,11.60526316,28.18421053,12.71052632,669.4210526,49.28947368,177,303.8421053,195.6315789,29.57894737,669.2631579,17.86842105,18.31578947,9.894736842,444.4210526,34.81578947,13.5,11.94736842,60.31578947,18.02631579,13.63157895,0
Bologna 2021 - 2022,Serie A,50.6,1.265789474,1.163157895,0.926315789,4.842105263,3.421052632,0.342105263,1.478947368,12.68421053,4.473684211,0.897368421,308,29.5,0.710526316,0.368421053,0.294736842,11.42105263,3.763157895,0.007105263,0.476315789,-0.134210526,71.10526316,169.3684211,208.5526316,480.2368421,2500.368421,6493.052632,0.681578947,9.026315789,26.94736842,7.868421053,2.342105263,24.02631579,380.0526316,428.5,50.26315789,1.526315789,2.868421053,15.81578947,4.815789474,20.52631579,15.63157895,1.842105263,0.684210526,0.394736842,2.052631579,13.94736842,7.842105263,6.868421053,5.315789474,1.763157895,5.684210526,13.89473684,8.210526316,3.342105263,6.763157895,9.763157895,23.71052632,17.84210526,579.9736842,67.97368421,197.3684211,259.7631579,128.4473684,16.5,579.8421053,15.73684211,14.81578947,7.947368421,374.3421053,23.42105263,11.65789474,13.07894737,51.89473684,12.94736842,13.68421053,3
Cagliari 2021 - 2022,Serie A,44.5,1.128947368,1.057894737,0.852631579,4.868421053,3.026315789,0.078947368,1.547368421,20.13157895,3.210526316,1.039473684,344,74.1,1.273684211,0.894736842,0.392105263,11.05263158,3.078947368,0.006842105,0.455263158,-0.234210526,82.81578947,156.7631579,150.3684211,414.7631579,2339.236842,5821.473684,0.726315789,8.342105263,22.44736842,5.947368421,2.447368421,20.63157895,302.7105263,361.2894737,51.63157895,0.421052632,3.131578947,17.76315789,3.763157895,19.84210526,13.60526316,2.236842105,0.631578947,0.815789474,1.657894737,14.65789474,7.973684211,6.921052632,6.026315789,1.710526316,6.052631579,14.31578947,8.263157895,3.368421053,7.315789474,10.44736842,25.10526316,19.65789474,519.5,62.86842105,181.5,228.3421053,115.3157895,16.68421053,519.3947368,12.60526316,15.05263158,6.868421053,297.3421053,20.07894737,14.44736842,12.89473684,52.5,18.31578947,19.52631579,1
Empoli 2021 - 2022,Serie A,47.4,1.3,1.168421053,0.85,5.684210526,3.947368421,0.184210526,1.715789474,10.15789474,5.657894737,0.776315789,257,41.6,0.986842105,1,0.365789474,12.89473684,3.973684211,0.006842105,0.486842105,-0.063157895,67.36842105,176.1842105,167.4210526,439.4736842,2396.026316,5994.736842,0.678947368,9.026315789,26.65789474,8.868421053,1.894736842,29.10526316,336.7368421,384.9210526,52.36842105,0.947368421,2,18.52631579,4.973684211,21.84210526,16,1.763157895,1.052631579,0.578947368,2.210526316,14.94736842,8.605263158,7.052631579,5.473684211,2.421052632,7.184210526,15.94736842,8.763157895,4.657894737,7.210526316,9.263157895,24.21052632,20.31578947,545.4736842,73.5,186.7105263,228.9210526,135.8421053,20.68421053,545.2894737,14.39473684,15.36842105,8.815789474,331.4736842,28.60526316,13.31578947,12.18421053,52.57894737,11.23684211,14.44736842,1
Fiorentina 2021 - 2022,Serie A,57.7,1.726315789,1.484210526,1.15,3.315789474,1.973684211,0.289473684,1.047368421,14.76315789,4.315789474,0.839473684,209,36.8,0.918421053,1.868421053,0.465789474,13.18421053,4.526315789,0.007631579,0.452631579,-0.173684211,91.63157895,240.3421053,196,550.2631579,2902.210526,8884.578947,1.094736842,10.15789474,31.86842105,9.105263158,2.763157895,29.15789474,458.3684211,500.1315789,48.63157895,0.973684211,6.473684211,20.42105263,5.131578947,24.10526316,17.13157895,2.236842105,1,0.605263158,2.605263158,13.36842105,7.921052632,6.105263158,5.342105263,1.921052632,7.052631579,14.21052632,7.157894737,2.394736842,7,6.421052632,19.78947368,10.71052632,638.7894737,63.57894737,211.5789474,283.4736842,150.0789474,23.89473684,638.4736842,14.26315789,16.26315789,7.236842105,452.5526316,28.42105263,12.21052632,14.86842105,49.60526316,12.34210526,12,2
Genoa 2021 - 2022,Serie A,43.9,1.102631579,0.960526316,0.773684211,4.842105263,3.289473684,0.263157895,1.357894737,16.47368421,2.710526316,0.965789474,270,69.3,1.213157895,0.526315789,0.336842105,10.44736842,2.789473684,0.005,0.494736842,-0.418421053,71.55263158,148.1578947,161.9473684,410.1842105,2151.184211,5230.684211,0.671052632,7.394736842,21.81578947,5.552631579,1.947368421,22.57894737,294.3421053,358.0263158,50.26315789,0.763157895,1.947368421,17.39473684,4.078947368,18,11.92105263,1.947368421,0.921052632,0.789473684,1.315789474,19.44736842,10.94736842,8.526315789,7.947368421,2.973684211,9.184210526,19.13157895,9.947368421,3.526315789,9.289473684,11.81578947,31.26315789,19.76315789,529.1578947,63.36842105,181.3684211,236.6842105,117.3421053,18.21052632,528.9736842,15.28947368,19.26315789,9.815789474,289.5263158,21.92105263,14.89473684,13.13157895,58.63157895,16.71052632,19.55263158,1
Hellas Verona 2021 - 2022,Serie A,50.6,1.515789474,1.35,1.023684211,4.184210526,2.657894737,0.105263158,1.281578947,16.36842105,3.5,1.094736842,253,68.4,1.218421053,0.631578947,0.342105263,11.97368421,4,0.009736842,0.444736842,0.142105263,71.78947368,162.5789474,189.4473684,457.8421053,2351.578947,5970.026316,0.842105263,8.763157895,27.52631579,9.210526316,1.868421053,29.5,343.3421053,408.2368421,47.05263158,0.947368421,2.657894737,15.60526316,4.368421053,20.89473684,15.76315789,1.657894737,0.894736842,0.631578947,2.789473684,14.05263158,8.105263158,6.526315789,5.631578947,1.894736842,6.263157895,14.65789474,8.394736842,2.815789474,8.078947368,10.31578947,24.36842105,20.5,568.6578947,57.18421053,170.1578947,263.6842105,141.4473684,22.63157895,568.4473684,15.52631579,17.97368421,10.07894737,337.7631579,28.76315789,14.73684211,11.28947368,63.5,18.13157895,19.28947368,1
Inter 2021 - 2022,Serie A,56.5,2.326315789,2.118421053,1.626315789,3.342105263,2.526315789,0.394736842,0.915789474,8.131578947,4.684210526,0.742105263,146,20.5,0.7,0.289473684,0.297368421,17.55263158,6.289473684,0.008421053,0.418421053,-0.142105263,79.81578947,230.2631579,236.6842105,574.5263158,2950.736842,8682.868421,1.405263158,13.23684211,38.23684211,11.86842105,3.368421053,34.34210526,483.3421053,530.2894737,42.73684211,1.421052632,5.447368421,21.28947368,6.631578947,30.86842105,22.89473684,2.710526316,1.131578947,0.763157895,3.842105263,15.47368421,8.736842105,6.973684211,6.315789474,2.184210526,6.5,14.34210526,7.842105263,2.894736842,6.578947368,8.736842105,24.21052632,12.76315789,671.8157895,67.44736842,212.3421053,294.5263158,171.0263158,30.84210526,671.5263158,12.39473684,14.31578947,6.447368421,475.8157895,33.89473684,12.26315789,10.84210526,52.73684211,14.44736842,12.52631579,2
Juventus 2021 - 2022,Serie A,51.5,1.507894737,1.384210526,1.084210526,3.236842105,2.210526316,0.342105263,0.976315789,8.105263158,4.631578947,0.805263158,199,28.6,0.821052632,0.763157895,0.352631579,13.60526316,4.368421053,0.008157895,0.460526316,-0.034210526,80.21052632,219.3421053,197.7105263,521.9736842,2793.078947,8083.131579,0.886842105,10.21052632,33.31578947,8.026315789,2.078947368,28.60526316,433.1315789,475.3947368,44.63157895,1.078947368,5.078947368,14.47368421,4.447368421,24,17.42105263,1.578947368,1.657894737,0.552631579,2.631578947,14.60526316,8.315789474,6.842105263,5.710526316,2.052631579,6.210526316,13.92105263,7.710526316,3.526315789,6.789473684,8.736842105,23.34210526,17.81578947,625.5,65.5,204.6315789,289.5263158,137.9736842,23.02631579,625.3157895,16.76315789,15.97368421,8.210526316,427.7105263,28.10526316,13.36842105,13.23684211,52.84210526,14.47368421,11.57894737,0
