Squad,League,Avg. Possession,Expected Goals,NP Expected Goals,Expected Assisted Goals,Shots on Target Against,Saves Made,Clean Sheets,GK Post-Shot Expected Goals,GK Passes Attempted > 40 yards,GK Throws Attempted,GK Avg. Length of Passes,GK Goal Kicks Attempted,GK % of Goal Kicks > 40 yards,GK Avg. Length of Goal Kicks,GK # of Def. Actions Outside Box,GK Avg. Distance from Goal of Def. Actions,Total Shots,Shots on Target,Goals per Shot on Target,Avg. Distance from Goal Shooting,Goals Minus Expected Goals,Long Passes Attempted,Medium Passes Attempted,Short Passes Attempted,Total Passes Attempted,Progressive Distance of Passes,Total Distance of Passes,Expected Assists,Key Passes (directly lead to shot),Completed Passes into Final Third,Completed Passes into Box,Completed Crosses into Box,Progressive Passes,Total Passes Completed,Live Ball Passes,Dead Ball Passes,Passes Completed by Defenders into Open Space,Switches > width of 40 yards,Crosses,Corner Kicks,Shot Creating Actions,Live Ball Passes Leading to Shot,Dead Ball Passes Leading to Shot,Dribbles Leading to Shot,Def. Actions Leading to Shot,Goal Creating Actions,# of Players Tackled,Tackles Leading to Possession,Tackles in Def. Third,Tackles in Mid. Third,Tackles in Att. Third,# of Dribblers Tackled,# of Times Dribbled Past + Tackles,# of Times Dribbled Past,# of Shots Blocked,# of Passes Blocked,Interceptions,Tackles + Interceptions,Clearances,Touches,Touches in Own Box,Touches in Def. Third,Touches in Mid. Third,Touches in Att. Third,Touches in Opp. Box,Live Ball Touches,Attempted Dribbles,Miscontrol,Dispossessed,Passes Received,Progressive Passes Received,Fouls Committed,Fouls Drawn,Loose Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,label
Stuttgart 2021 - 2022,Bundesliga,50.7,1.455882353,1.388235294,1.091176471,4.794117647,3.088235294,0.117647059,1.558823529,7.558823529,5.117647059,0.802941176,277,26.7,0.858823529,1.205882353,0.455882353,13.20588235,4.5,0.007352941,0.514705882,-0.279411765,76.79411765,196.2941176,206.3235294,510.4117647,2692.529412,7200.764706,1.111764706,9.911764706,28.70588235,7.029411765,1.764705882,28.88235294,404.5294118,457.7941176,51.05882353,1.235294118,5.647058824,16.17647059,4.352941176,23.29411765,15.88235294,2.235294118,1.529411765,0.735294118,2.088235294,15.64705882,9.029411765,6.794117647,6.941176471,1.911764706,7.088235294,15.58823529,8.5,3.647058824,7.705882353,10.05882353,25.70588235,20.82352941,630.6470588,68.94117647,213.2647059,294.9117647,130.2941176,19.58823529,630.5588235,20.38235294,20.79411765,8.882352941,399.6764706,28.41176471,10.91176471,12.32352941,59.44117647,17.23529412,13.26470588,0
Union Berlin 2021 - 2022,Bundesliga,43.7,1.585294118,1.473529412,1.091176471,3.588235294,2.411764706,0.235294118,0.997058824,17.47058824,4.411764706,1.061764706,260,60,1.302941176,0.794117647,0.364705882,12,4.382352941,0.008823529,0.476470588,-0.114705882,85.70588235,172.6764706,149.4117647,435.8235294,2436.441176,6000.088235,0.932352941,8.794117647,23.97058824,7.294117647,3.264705882,25.35294118,313.9117647,387.2352941,46.70588235,0.911764706,1.735294118,19.5,4.058823529,20.35294118,14.38235294,1.764705882,0.852941176,0.588235294,2.117647059,15.82352941,8.705882353,7.823529412,6.558823529,1.441176471,7.882352941,16.70588235,8.823529412,2.647058824,6.823529412,11.05882353,26.88235294,19.32352941,542.2647059,59.97058824,191.7058824,244.2058824,112.6764706,19,542.1176471,12.14705882,16.82352941,6.794117647,309.5,24.85294118,12.44117647,9.794117647,58.08823529,17.17647059,20.02941176,1
Wolfsburg 2021 - 2022,Bundesliga,50.5,1.502941176,1.417647059,1.061764706,4.588235294,2.970588235,0.323529412,1.567647059,12.58823529,4.882352941,0.947058824,253,44.3,1.15,1.088235294,0.429411765,12.23529412,4.029411765,0.008235294,0.526470588,-0.267647059,81.58823529,199.5588235,173,483.5,2648.823529,7025.764706,1.141176471,8.676470588,25.35294118,7.441176471,2.029411765,28.61764706,370.4705882,432.3823529,48.94117647,1.294117647,4.5,18.20588235,4.323529412,21.52941176,14.58823529,2.058823529,1.264705882,0.617647059,2,15.85294118,8.764705882,8.176470588,5.911764706,1.764705882,7.558823529,15.88235294,8.323529412,3.029411765,8.382352941,11.41176471,27.26470588,21.76470588,597.2058824,69.02941176,213.3823529,273.2058824,116.7352941,18.64705882,597.0882353,15.91176471,17.73529412,8.352941176,365.7058824,27.91176471,12.08823529,12.20588235,58.35294118,18.26470588,15.35294118,0
Arsenal 2020 - 2021,Premier League,53.5,1.363157895,1.236842105,0.923684211,3.394736842,2.447368421,0.315789474,0.947368421,7.973684211,5.421052632,0.663157895,237,55.7,1.115789474,0.973684211,0.418421053,11.92105263,3.684210526,0.008947368,0.465789474,0.031578947,68.97368421,231.9473684,243.0526316,573.8684211,2461.131579,8055.105263,0.928947368,8.736842105,36.23684211,8.552631579,1.763157895,30.57894737,474.7631579,529.5263158,42.73684211,0.894736842,3.5,19.76315789,5.447368421,21.5,16.34210526,1.157894737,1.263157895,0.342105263,2.5,12,6.631578947,5.421052632,4.842105263,1.736842105,5.578947368,14.39473684,8.815789474,2.973684211,6.710526316,9.236842105,21.23684211,16.92105263,665.4473684,64,209.6842105,298.2894737,162.4473684,23.86842105,665.2894737,14.07894737,13.44736842,6.842105263,469.6842105,29.84210526,9.105263158,10.52631579,48.36842105,13.26315789,15.63157895,0
Aston Villa 2020 - 2021,Premier League,48.5,1.381578947,1.260526316,0.984210526,4.894736842,3.5,0.394736842,1.294736842,16.81578947,4.657894737,0.976315789,253,64,1.236842105,0.894736842,0.373684211,13.52631579,4.684210526,0.006842105,0.452631579,-0.013157895,80.89473684,163.3947368,175.1052632,447.2631579,2446.289474,6208.578947,0.826315789,10.60526316,28.57894737,8.5,2,27.21052632,340.4736842,394.8157895,50.57894737,0.315789474,3.342105263,20.5,5.605263158,24.60526316,17.23684211,2.368421053,1.657894737,0.578947368,2.447368421,13.94736842,7.421052632,6.894736842,5.315789474,1.736842105,6.578947368,15.02631579,8.447368421,4.184210526,7.342105263,10.18421053,24.13157895,20.60526316,551.8421053,67.78947368,183.0526316,225.3947368,149.7631579,24.73684211,551.6842105,15.65789474,15.23684211,8.868421053,335.7105263,26.52631579,11.55263158,14.55263158,50.15789474,19.15789474,17.5,3
Brighton 2020 - 2021,Premier League,51.1,1.339473684,1.152631579,0.873684211,3.289473684,2.131578947,0.315789474,0.944736842,13.73684211,4.710526316,0.85,233,47.6,1.028947368,0.868421053,0.360526316,12.57894737,3.526315789,0.006578947,0.457894737,-0.313157895,81.31578947,209.4473684,201.4473684,522.9210526,2506.210526,7453,0.918421053,9.421052632,29.78947368,9.421052632,2.105263158,28.21052632,415.0526316,476.6052632,44.94736842,0.447368421,4.315789474,18.05263158,5.763157895,22.18421053,16.23684211,1.947368421,0.842105263,0.657894737,1.657894737,16.52631579,8.789473684,7.815789474,6.605263158,2.105263158,6.631578947,15.86842105,9.236842105,2.552631579,8.421052632,11.18421053,27.71052632,15.89473684,620.6842105,65.34210526,208.1578947,268.1842105,150.7368421,23.05263158,620.4473684,15.07894737,14.44736842,8.052631579,409.1315789,27.57894737,11.26315789,9.394736842,53.68421053,13.97368421,15.10526316,0
Burnley 2020 - 2021,Premier League,42.1,1.034210526,0.971052632,0.728947368,4.710526316,3.289473684,0.289473684,1.292105263,22.13157895,3.763157895,1.236842105,298,85.9,1.571052632,2.052631579,0.473684211,10.02631579,3.263157895,0.006052632,0.457894737,-0.192105263,93.02631579,126.9473684,159.4210526,409.5263158,2163.131579,5179.368421,0.707894737,7.026315789,24.28947368,7.684210526,2.105263158,21.18421053,284.8684211,361.5,45.92105263,0.263157895,2.894736842,20.31578947,4.526315789,17.65789474,12.28947368,1.815789474,0.736842105,0.526315789,1.342105263,13.34210526,7.710526316,6.342105263,5.342105263,1.657894737,6.026315789,14.84210526,8.815789474,4.736842105,6.842105263,10.94736842,24.28947368,21.68421053,507.6842105,57.52631579,152.2631579,237.8421053,122.0789474,18.13157895,507.6052632,10.60526316,13.23684211,7.315789474,280.6842105,20.63157895,10.10526316,10.23684211,52.63157895,23,22.47368421,1
Chelsea 2020 - 2021,Premier League,60.9,1.642105263,1.434210526,1.092105263,2.815789474,1.868421053,0.473684211,0.826315789,6.657894737,4.447368421,0.676315789,231,27.7,0.7,0.815789474,0.386842105,14.36842105,5.078947368,0.006578947,0.45,-0.168421053,71.13157895,262.5263158,301.4210526,678.9210526,2958.473684,9485.578947,0.976315789,11.78947368,37.92105263,9.921052632,1.842105263,33.63157895,578.1315789,633.0263158,43.81578947,0.763157895,4.052631579,19.71052632,5.947368421,26.89473684,20.57894737,2.131578947,1.105263158,0.5,2.473684211,16.10526316,8.973684211,6.763157895,7.421052632,1.921052632,6.078947368,15,8.921052632,2.184210526,8.868421053,10.05263158,26.15789474,17.39473684,780.3684211,65.81578947,232.3947368,364.7631579,189.2368421,26.36842105,780.1052632,17.28947368,15.39473684,7.526315789,572.2105263,32.89473684,11.39473684,9.578947368,52.60526316,14.97368421,13.55263158,2
Crystal Palace 2020 - 2021,Premier League,40.6,0.897368421,0.815789474,0.621052632,4.578947368,2.815789474,0.210526316,1.347368421,17.60526316,4.157894737,1.018421053,323,84.8,1.481578947,0.684210526,0.357894737,9.078947368,3.342105263,0.007368421,0.463157895,0.128947368,64.44736842,133.8947368,181.1052632,410.4473684,2139.157895,5097.578947,0.615789474,6.947368421,22.05263158,6.105263158,1.421052632,22.18421053,305.9736842,360.7105263,47.97368421,0.210526316,1.236842105,14.02631579,3.973684211,16.34210526,11.26315789,1.421052632,1.315789474,0.526315789,1.815789474,16.73684211,9.631578947,8.657894737,6.157894737,1.921052632,7.447368421,16.31578947,8.868421053,3.631578947,8.131578947,10.42105263,27.15789474,20.36842105,517.1315789,57.71052632,181.5263158,227.3421053,114.5789474,17,517.0263158,16.97368421,15.68421053,10.57894737,301.2894737,21.52631579,10.76315789,11.47368421,50.60526316,18.02631579,17.31578947,1
Everton 2020 - 2021,Premier League,46.4,1.202631579,1.102631579,0.807894737,4.236842105,3,0.315789474,1.257894737,18.21052632,4.657894737,0.986842105,252,68.3,1.334210526,0.921052632,0.344736842,10.39473684,3.763157895,0.007631579,0.452631579,-0.018421053,76.94736842,186.1315789,195.7368421,492,2471.842105,6927.078947,0.755263158,7.894736842,24.84210526,6.763157895,1.578947368,22.81578947,389.2631579,447.9210526,42.36842105,0.736842105,3.184210526,17.42105263,4.394736842,18.89473684,13.47368421,1.763157895,0.868421053,0.447368421,2.131578947,16.84210526,10.02631579,8.552631579,6.368421053,1.921052632,7,17.47368421,10.47368421,4.131578947,7.921052632,10.31578947,27.15789474,22.28947368,598.3684211,71.78947368,216.6842105,269.1052632,118.8947368,16.68421053,598.2368421,15.55263158,14.52631579,9.052631579,384.7368421,22.42105263,10.15789474,10.31578947,53.42105263,17.5,12.78947368,0
Fulham 2020 - 2021,Premier League,49.7,1.065789474,0.944736842,0.692105263,4.473684211,3.105263158,0.236842105,1.434210526,10.57894737,4.710526316,0.789473684,258,55,1.039473684,0.868421053,0.342105263,11.47368421,3.289473684,0.004736842,0.478947368,-0.381578947,75.42105263,200.2894737,206.2368421,513.4736842,2483,7122.105263,0.665789474,8.789473684,26.81578947,7.631578947,2.473684211,25.36842105,405.2894737,465.8684211,46.47368421,0.447368421,2.868421053,18.68421053,4.315789474,20.68421053,14.94736842,1.710526316,1.368421053,0.5,1.236842105,15.81578947,8.657894737,7.421052632,6.078947368,2.315789474,6.684210526,15.28947368,8.605263158,2.5,6.868421053,11.5,27.31578947,20.89473684,622.0789474,63.39473684,211.5,273.3684211,144.5789474,18.89473684,621.9210526,20.92105263,18.97368421,10.34210526,399.8157895,24.73684211,12.73684211,9.789473684,52.89473684,17.07894737,16.44736842,0
Leeds United 2020 - 2021,Premier League,57.3,1.463157895,1.381578947,1.102631579,5.210526316,3.815789474,0.315789474,1.313157895,8.394736842,8.052631579,0.713157895,298,32.2,0.760526316,0.526315789,0.310526316,13.63157895,5.078947368,0.007631579,0.444736842,0.115789474,79.31578947,218.6315789,208.7631579,542.8684211,2612.5,7539.157895,0.905263158,10.36842105,29.21052632,9.184210526,1.789473684,31.13157895,428.5263158,491,49.86842105,0.710526316,5.394736842,20.68421053,6.026315789,24.47368421,18.21052632,1.894736842,1.184210526,0.736842105,2.842105263,19.47368421,10.97368421,9.947368421,7.342105263,2.184210526,8.157894737,20.23684211,12.07894737,3.921052632,6.763157895,10.44736842,29.92105263,17,649.7631579,72.36842105,237.3947368,270.5789474,147.8157895,23,649.6578947,14.81578947,17.55263158,8.394736842,422.4473684,30.68421053,11.36842105,10.78947368,56.84210526,14.15789474,15.92105263,0
Leicester City 2020 - 2021,Premier League,54.3,1.468421053,1.218421053,0.886842105,3.578947368,2.315789474,0.289473684,1.110526316,11.18421053,4.763157895,0.873684211,210,43.8,0.997368421,0.5,0.357894737,12.44736842,4.473684211,0.008421053,0.489473684,0.215789474,72.02631579,213.5,236.2631579,558.3157895,2476.052632,7510.394737,0.792105263,9.473684211,31.81578947,7.447368421,1.5,27.92105263,447.7368421,511.1315789,45.31578947,0.921052632,2.421052632,17.07894737,5.578947368,22.65789474,16.44736842,1.289473684,1.473684211,0.815789474,2.973684211,17.92105263,10.60526316,8.394736842,6.921052632,2.605263158,7.763157895,17.78947368,10.02631579,2.368421053,7.789473684,11.52631579,29.44736842,18.02631579,663.2105263,59.68421053,207.6052632,314.5263158,147.3947368,20.15789474,662.8947368,16.97368421,14.44736842,8.473684211,442.1052632,27.23684211,10.86842105,11.07894737,55.55263158,15.78947368,15.52631579,0
Liverpool 2020 - 2021,Premier League,62.1,1.776315789,1.655263158,1.271052632,3.684210526,2.552631579,0.315789474,1.155263158,6.236842105,5.157894737,0.689473684,209,26.8,0.776315789,2.5,0.484210526,15.84210526,5.368421053,0.007631579,0.45,-0.065789474,78.13157895,261.5789474,312.1578947,690.1578947,3037.368421,9499.736842,1.2,11.97368421,42.31578947,13.78947368,2.157894737,41.21052632,577.0789474,642,46.44736842,1.157894737,4.105263158,22.68421053,6.763157895,27.65789474,21.02631579,1.763157895,1.473684211,0.578947368,2.815789474,13.84210526,7.973684211,5.131578947,6.078947368,2.631578947,5.789473684,14.28947368,8.5,1.526315789,7.368421053,9.131578947,22.97368421,14.81578947,786.3421053,54.52631579,189.4210526,389.8684211,214.1052632,31.26315789,786.1842105,18.31578947,15.57894737,10.18421053,570.4736842,40.31578947,10.42105263,8.315789474,57.94736842,14.13157895,15.05263158,2
Manchester City 2020 - 2021,Premier League,63.5,1.794736842,1.610526316,1.194736842,2.631578947,1.763157895,0.5,0.842105263,7.131578947,4.5,0.742105263,163,42.3,0.997368421,1.157894737,0.436842105,15.52631579,5.552631579,0.009473684,0.452631579,0.363157895,68.84210526,279.6842105,326.5526316,714.9210526,2919.473684,10268.73684,1.139473684,11.39473684,46.63157895,10.84210526,1.078947368,36.86842105,626.8157895,672.2631579,41.15789474,1,3.842105263,16.63157895,6.5,27.71052632,20.60526316,1.605263158,2.263157895,0.605263158,3.710526316,13.10526316,7.131578947,5.210526316,5.578947368,2.315789474,6.157894737,15.15789474,9,2.157894737,6,8.394736842,21.5,11.92105263,803.8421053,50.52631579,170.1315789,418.9210526,221.2894737,31.31578947,803.6052632,20.60526316,13.42105263,9.210526316,619.6052632,35.84210526,9.5,9.789473684,51.21052632,12.60526316,10.97368421,2
Manchester Utd 2020 - 2021,Premier League,55.7,1.581578947,1.352631579,1.094736842,3.710526316,2.578947368,0.342105263,1.034210526,7,4.052631579,0.792105263,266,31.6,0.773684211,1.236842105,0.447368421,13.55263158,5.157894737,0.008157895,0.476315789,0.260526316,68.02631579,217.2368421,270.0263158,595.4210526,2653.263158,8169.921053,1.005263158,10.89473684,37.34210526,9.921052632,1.421052632,34.5,494.7894737,547.6842105,45.73684211,0.894736842,5.552631579,16.84210526,5.184210526,24.97368421,18.73684211,1.921052632,1.184210526,0.421052632,3.342105263,14.5,8.184210526,6.631578947,6.289473684,1.578947368,6.078947368,15.05263158,8.973684211,3.052631579,7.947368421,10.15789474,24.65789474,16.68421053,695.7368421,58.34210526,199.5526316,313.1315789,190.2105263,23.94736842,695.4473684,18.71052632,14.10526316,9.473684211,488.5789474,33.81578947,11.89473684,10.52631579,55.89473684,14.36842105,10.86842105,2
Newcastle Utd 2020 - 2021,Premier League,38.8,1.142105263,0.994736842,0.763157895,4.947368421,3.368421053,0.184210526,1.415789474,17.65789474,4.184210526,1.055263158,338,70.4,1.315789474,0.552631579,0.276315789,10.26315789,3.421052632,0.007631579,0.481578947,0.015789474,75.76315789,135.0263158,148.2894737,387.0789474,2029.131579,5188.473684,0.555263158,7.605263158,19.44736842,5.447368421,2.184210526,17.44736842,285.2368421,338.5263158,47.02631579,0.315789474,3.210526316,17.15789474,4.236842105,18.39473684,11.78947368,2.210526316,1.315789474,0.684210526,1.973684211,13.47368421,7.052631579,6.763157895,5.605263158,1.105263158,5.447368421,14.39473684,8.947368421,4.210526316,6.921052632,9.526315789,23,23.89473684,490.6052632,66.44736842,188.3421053,206.2368421,102.2368421,14.5,490.4473684,15.44736842,13.65789474,7.815789474,280.6842105,16.73684211,10.21052632,11.05263158,46.57894737,16.68421053,17.23684211,1
Sheffield Utd 2020 - 2021,Premier League,41.7,0.857894737,0.776315789,0.655263158,5.421052632,3.815789474,0.131578947,1.428947368,21.5,3.368421053,1.197368421,281,91.8,1.697368421,0.894736842,0.336842105,8.394736842,2.421052632,0.004473684,0.465789474,-0.357894737,74.73684211,139.5526316,181.7105263,428,2068.210526,5460.736842,0.578947368,6.657894737,24.89473684,6.657894737,1.710526316,21.60526316,319.6315789,382.6842105,43.39473684,0.342105263,3.026315789,17.52631579,4.473684211,15,11.26315789,1.236842105,0.684210526,0.5,0.789473684,16.68421053,9.368421053,8.552631579,6.289473684,1.842105263,7.736842105,18.94736842,11.21052632,4,7.631578947,9.236842105,25.92105263,22.07894737,532.2894737,60.89473684,168.5789474,225,144.1842105,16.13157895,532.1842105,12.5,14.10526316,8.5,314.5789474,21.13157895,12.07894737,7.710526316,47.42105263,18.89473684,21,1
Southampton 2020 - 2021,Premier League,52,1.084210526,0.963157895,0.678947368,4.684210526,2.894736842,0.236842105,1.478947368,14.97368421,4.184210526,0.857894737,235,61.3,1.105263158,1.184210526,0.410526316,11,4.131578947,0.007105263,0.489473684,0.152631579,67.02631579,176.0526316,227.8684211,507.5789474,2248.578947,6290.184211,0.584210526,7.736842105,23.52631579,6.868421053,0.947368421,24.18421053,392.8421053,457.5789474,48,0.421052632,2.289473684,14.57894737,4.657894737,19.18421053,13.28947368,1.657894737,1.078947368,0.578947368,2.184210526,19.13157895,11.02631579,8.815789474,8.552631579,1.763157895,8.973684211,19.23684211,10.26315789,2.5,9.052631579,10.55263158,29.68421053,17.92105263,617.1052632,60.57894737,196.7631579,302.3947368,123.9473684,18.21052632,616.9736842,15.81578947,16.78947368,10.15789474,387.7894737,23.63157895,11.26315789,11.07894737,52.89473684,13.86842105,18.76315789,3
Tottenham 2020 - 2021,Premier League,51.6,1.397368421,1.294736842,0.928947368,4.078947368,2.973684211,0.315789474,1.2,10.73684211,4.736842105,0.852631579,264,35.6,0.739473684,0.631578947,0.344736842,11.52631579,4.394736842,0.009736842,0.473684211,0.339473684,70.31578947,200.0789474,232.3157895,541.3421053,2476.736842,7234.578947,0.665789474,8.315789474,27.23684211,6.763157895,1.421052632,26.13157895,434.4210526,493.1052632,47.05263158,0.736842105,3.868421053,13.84210526,4.421052632,20.84210526,14.26315789,1.421052632,1.473684211,0.921052632,3.236842105,16.73684211,9.5,8.236842105,6.421052632,2.078947368,7.289473684,17.97368421,10.68421053,3.868421053,7.552631579,9,25.73684211,20.92105263,643.8684211,67.92105263,209.6578947,312.2631579,129.1578947,18.28947368,643.7368421,18.81578947,13.65789474,8.789473684,429.3421053,25.31578947,11.57894737,12.31578947,51.34210526,16.26315789,17.02631579,0
West Brom 2020 - 2021,Premier League,37.9,0.942105263,0.860526316,0.642105263,6.315789474,4.368421053,0.157894737,1.789473684,24.10526316,4.815789474,1.181578947,308,86.7,1.502631579,1,0.363157895,8.815789474,2.789473684,0.007105263,0.484210526,-0.073684211,76.94736842,125.8684211,138.8947368,367.8421053,1993.315789,4671.078947,0.560526316,6.342105263,21.63157895,5.157894737,1.578947368,18.97368421,257.0789474,319.6578947,46.21052632,0.342105263,2.763157895,15.89473684,3.789473684,15.15789474,10.5,1.578947368,0.684210526,0.684210526,1.5,15.28947368,8.631578947,8.657894737,5.052631579,1.578947368,7.131578947,17.26315789,10.13157895,4.184210526,7.789473684,11.44736842,26.73684211,23.05263158,476.6052632,66.78947368,175.3947368,196.2894737,109.8947368,14.97368421,476.4736842,13.28947368,16.13157895,8.236842105,252.2368421,18.63157895,10.63157895,10.84210526,51.65789474,18.65789474,20.28947368,1
West Ham 2020 - 2021,Premier League,43.2,1.457894737,1.371052632,1.042105263,3.868421053,2.710526316,0.289473684,1.105263158,17.05263158,4.184210526,1.065789474,295,74.2,1.352631579,0.447368421,0.289473684,12.21052632,4.157894737,0.009736842,0.423684211,0.121052632,75.26315789,159.2631579,180.6315789,444.7631579,2336.605263,5938.578947,0.839473684,8.947368421,27.28947368,6.263157895,2.5,22.36842105,334.8684211,398.4210526,44.39473684,0.394736842,2.868421053,20.39473684,4.394736842,21.63157895,14.86842105,2.368421053,0.973684211,0.605263158,2.789473684,13.52631579,7.368421053,7.078947368,5.131578947,1.315789474,5.894736842,15.07894737,9.184210526,3.263157895,7.394736842,11.5,25.02631579,20.5,543.2631579,60.21052632,174.1842105,244.1842105,131.1842105,19.84210526,543.1578947,14.26315789,12.92105263,8.368421053,329.8947368,21.86842105,9.868421053,9.315789474,52.76315789,19.42105263,17.81578947,1
Wolves 2020 - 2021,Premier League,49.3,0.960526316,0.878947368,0.634210526,4,2.684210526,0.263157895,1.215789474,10.23684211,4.105263158,0.931578947,273,53.8,0.965789474,0.315789474,0.276315789,12.07894737,3.921052632,0.005263158,0.486842105,-0.065789474,77.47368421,193.2105263,205.1578947,505.9210526,2446.605263,7238.447368,0.628947368,9.078947368,29.39473684,5.605263158,2.236842105,22.52631579,409.1578947,458.8684211,46.07894737,0.526315789,3.710526316,20.39473684,5.473684211,21.5,14.73684211,1.947368421,1.736842105,0.657894737,1.631578947,15.47368421,8.815789474,8.473684211,5.789473684,1.210526316,7.289473684,16.07894737,8.789473684,3.078947368,6.368421053,11.36842105,26.84210526,19.13157895,608.8157895,57.73684211,190.7894737,288.7368421,135.2894737,18.28947368,608.7105263,20.5,15.57894737,8.131578947,403.2368421,21.94736842,11.21052632,10.07894737,49.97368421,15.15789474,15.68421053,0
Alavés 2020 - 2021,La Liga,42.8,1.121052632,0.957894737,0.721052632,3.736842105,2.236842105,0.236842105,1.344736842,16.18421053,3.052631579,1.060526316,306,62.1,1.178947368,0.973684211,0.376315789,8.921052632,2.5,0.008421053,0.457894737,-0.2,76.92105263,135.2368421,144.3157895,378.6315789,2279.421053,5178.289474,0.552631579,6.736842105,20.76315789,4.973684211,2.157894737,18.18421053,268.8421053,325.7368421,50.97368421,0.289473684,3.789473684,16.97368421,3.736842105,15.71052632,9.736842105,2.552631579,0.605263158,0.605263158,1.605263158,13.13157895,7.684210526,6.921052632,4.763157895,1.447368421,5.184210526,14.86842105,9.684210526,2.368421053,6.605263158,11.23684211,24.36842105,20.15789474,475.0526316,55.47368421,170.6842105,211.5789474,98,15.05263158,474.8421053,12.28947368,14.65789474,6.736842105,264.4473684,17.73684211,13.5,12.81578947,45.71052632,21.86842105,15.84210526,1
Athletic Club 2020 - 2021,La Liga,49.9,1.134210526,1.031578947,0.823684211,2.921052632,1.815789474,0.236842105,0.984210526,12.97368421,5.526315789,0.921052632,270,72.2,1.373684211,0.947368421,0.405263158,10.5,3.368421053,0.007894737,0.457894737,-0.002631579,82.10526316,173.8684211,181.6052632,469.5263158,2406.710526,6608.894737,0.734210526,7.973684211,27.73684211,7.473684211,2.078947368,27.57894737,357.3157895,414.1578947,53.34210526,0.342105263,5.263157895,21.36842105,5.184210526,18.97368421,14,1.736842105,0.947368421,0.552631579,1.947368421,12.15789474,7.078947368,5.105263158,5.263157895,1.789473684,4.421052632,13.57894737,9.157894737,1.947368421,7.026315789,9.052631579,21.21052632,18,559.7894737,50.57894737,154.2894737,268.6578947,142.2894737,17.78947368,559.6578947,13.18421053,13.05263158,8.815789474,352.7894737,26.71052632,12.71052632,12.55263158,48.31578947,17.26315789,15.81578947,3
Atlético Madrid 2020 - 2021,La Liga,52.3,1.389473684,1.242105263,1.068421053,3.210526316,2.578947368,0.473684211,0.871052632,14.18421053,3.447368421,1.028947368,293,63.5,1.207894737,0.710526316,0.413157895,11.89473684,4.684210526,0.008947368,0.463157895,0.321052632,75.5,184.0789474,242.6052632,544.2105263,2500.157895,7276.473684,1.021052632,9.131578947,30.10526316,9.736842105,1.394736842,31.28947368,440.9736842,495.2105263,46.47368421,1.210526316,4.5,15.71052632,5.157894737,20.84210526,15.13157895,1.842105263,1.421052632,0.421052632,3.078947368,16.36842105,9.657894737,7.657894737,6.657894737,2.052631579,7.789473684,16.60526316,8.815789474,2.184210526,7.315789474,10.15789474,26.52631579,17.65789474,643.7894737,51.89473684,178.5,315.7631579,154.3157895,23.13157895,643.6315789,15.47368421,13.23684211,9,436.4473684,30.71052632,12.86842105,11.65789474,51.34210526,13.94736842,12.68421053,0
Barcelona 2020 - 2021,La Liga,65.5,1.934210526,1.765789474,1.4,3.421052632,2.473684211,0.368421053,0.947368421,5.447368421,5.078947368,0.689473684,213,23,0.776315789,1.052631579,0.405263158,15.13157895,6.078947368,0.008684211,0.45,0.171052632,60.18421053,260.3421053,375.1842105,749.6842105,3135.842105,10108.15789,1.673684211,11.89473684,49.31578947,13.60526316,1.368421053,39.5,662.9473684,702.9473684,44.36842105,1.526315789,2.842105263,13,5.710526316,27.76315789,21.52631579,1.315789474,1.921052632,0.5,3.473684211,13.13157895,7.710526316,5.868421053,5.131578947,2.131578947,5.894736842,13.73684211,7.842105263,1.842105263,6.710526316,9.5,22.63157895,11.28947368,837.7368421,59.02631579,192.1842105,391.1315789,259.9736842,31.76315789,837.5263158,20.26315789,12.55263158,8.973684211,656.4210526,38.73684211,9.394736842,13.76315789,50.97368421,10.39473684,8.342105263,2
Betis 2020 - 2021,La Liga,53.6,1.292105263,1.065789474,0.878947368,3.578947368,2.289473684,0.342105263,1.231578947,15.94736842,4.289473684,0.997368421,245,60.4,1.202631579,1.263157895,0.426315789,11.36842105,3.815789474,0.007631579,0.497368421,0.023684211,79,185.1842105,218.6578947,517.8684211,2482.184211,7194.657895,0.802631579,8.789473684,27.57894737,7.842105263,2.105263158,25.76315789,416.1578947,466.3157895,49.84210526,0.473684211,4.289473684,15.42105263,4.842105263,21.15789474,15.15789474,1.947368421,1.473684211,0.631578947,2.394736842,14.63157895,8.289473684,7.210526316,5.815789474,1.605263158,5.552631579,14.63157895,9.078947368,1.947368421,7.578947368,11.92105263,26.55263158,18.07894737,618.6578947,55.31578947,182.3157895,292.8421053,149.4473684,20.60526316,618.3684211,16.78947368,15.57894737,9.657894737,410.6578947,25.18421053,13.71052632,12.71052632,51,16.13157895,16.52631579,0
